Gol,Başarılı Top Sürme,Başarılı Top Sürme %,Toplam Şut,İsabetli Şut,Yaratılan Büyük Şans,İsabetli Pas,İsabetli Pas %,Kilit Pas,İsabetli Orta,İsabetli Uzun Top,Top Çalma,Pas Arası,Zeminde Kazanılan İkili Mücadele,Kazanılan Hava Topu Mücadelesi,Kazanılan Toplam İkili Mücadele %,Kendisine Yapılan Faul,player.name,player.slug,team.name,team.shortName
1,4,80.0,9,3,0,40,54.05,1,2,1,3,3,10,5,45.45,3,Leandro Kappel,leandro-kappel,Pendikspor,
1,2,40.0,8,1,0,963,85.91,1,0,54,18,23,41,34,51.72,21,Federico Ceccherini,federico-ceccherini,Fatih Karagümrük,
1,15,55.56,14,4,0,335,76.48,12,0,22,23,8,48,14,45.93,11,Taylan Antalyalı,taylan-antalyali,Yılport Samsunspor,
1,0,0.0,18,6,0,386,77.05,11,4,23,25,18,62,23,53.13,38,Oğulcan Ülgün,ogulcan-ulgun,Konyaspor,
1,6,37.5,16,2,1,910,79.41,9,4,59,56,37,74,53,54.74,13,Yasin Özcan,yasin-ozcan,Kasımpaşa,
1,11,61.11,13,6,2,208,71.97,10,5,12,20,2,49,16,39.88,19,Mendy Mamadou,mendy-mamadou,İstanbulspor,
1,16,51.61,22,8,3,125,73.96,16,4,2,4,2,27,10,32.46,7,Julien Ngoy,julien-ngoy,Kasımpaşa,
1,15,60.0,25,5,3,179,74.27,11,3,8,13,5,49,24,40.56,21,Martin Minchev,minchev-martin,Çaykur Rizespor,
1,11,57.89,13,5,3,202,80.8,11,4,6,16,6,36,4,41.67,9,Roman Kvet,roman-kvet,Sivasspor,
1,2,50.0,5,3,0,603,83.87,7,0,30,31,22,42,21,39.62,9,Modestas Vorobjovas,modestas-vorobjovas,İstanbulspor,
1,3,60.0,16,5,2,510,81.21,15,9,28,29,26,46,11,47.9,14,Ali Yaşar,ali-yasar,İstanbulspor,
1,1,100.0,6,1,0,662,83.8,0,0,49,17,15,27,31,55.77,9,Berkay Sülüngöz,berkay-sulungoz,Pendikspor,
1,13,56.52,11,3,0,85,59.03,4,2,1,4,3,32,26,47.54,15,Philippe Keny,philippe-keny,Başakşehir FK,
1,8,61.54,11,4,0,51,78.46,4,0,1,1,1,14,6,34.48,5,Britt Assombalonga,britt-assombalonga,Antalyaspor,
1,7,43.75,12,4,0,67,69.79,4,1,2,12,1,27,14,38.68,9,Brayan Riascos,brayan-riascos,Gaziantep FK,
1,0,0.0,9,3,0,100,68.97,6,0,1,7,6,17,18,38.04,11,Armin Hodžić,armin-hodzic,Hatayspor,
1,4,50.0,11,4,0,331,78.25,4,2,28,22,12,29,19,45.71,3,Kerim Alıcı,kerim-alici,Hatayspor,
1,7,29.17,4,2,1,497,79.27,7,5,25,15,19,33,14,40.52,11,Demeaco Duhaney,duhaney-demeaco,İstanbulspor,
0,6,66.67,17,6,1,1011,77.65,14,2,117,58,62,90,64,59.69,26,Emirhan Topçu,emirhan-topcu,Çaykur Rizespor,
0,11,36.67,29,6,7,679,83.42,24,6,39,29,17,65,4,45.39,28,Fred,fred,Fenerbahçe,
0,1,50.0,5,0,1,939,90.81,2,0,41,38,35,52,49,62.35,15,Ousseynou Ba,ousseynou-ba,Başakşehir FK,
0,28,77.78,25,4,2,1130,84.77,28,4,55,62,40,118,53,55.16,28,İsmail Yüksek,ismail-yuksek,Fenerbahçe,
0,16,72.73,7,3,0,1335,89.3,12,1,67,28,25,62,80,65.44,18,Léo Duarte,leo-duarte,Başakşehir FK,
0,3,75.0,22,5,0,1467,85.89,6,2,184,48,34,56,35,52.3,5,Semih Güler,semih-guler,Adana Demirspor,
0,8,66.67,3,1,6,829,87.17,22,18,68,19,14,43,18,53.98,16,Amir Hadžiahmetović,amir-hadziahmetovic,Beşiktaş,
0,21,55.26,31,12,6,373,81.09,40,30,31,13,7,59,7,44.3,25,Ramzi Safuri,ramzi-safuri,Antalyaspor,
0,5,71.43,7,3,1,1007,87.57,5,5,47,38,23,64,49,64.57,23,Necip Uysal,necip-uysal,Beşiktaş,
0,4,100.0,3,0,1,725,87.14,3,0,62,28,18,42,17,54.13,10,Ibrahim Drešević,ibrahim-dresevic,Fatih Karagümrük,
0,23,58.97,28,11,4,321,75.0,24,13,35,16,3,82,8,50.56,44,Emrah Başsan,emrah-bassan,,Sivasspor
0,15,83.33,14,3,2,754,83.13,5,0,59,31,28,53,42,62.91,8,Francisco Calvo,francisco-calvo,,Konyaspor
0,6,66.67,2,0,4,541,84.01,17,5,19,28,19,56,23,58.96,23,Jonas Svensson,jonas-svensson,,Beşiktaş
0,13,43.33,7,0,2,339,83.91,19,7,3,25,9,48,13,47.29,11,Abdülkadir Ömür,abdulkadir-omur,,Trabzonspor
0,13,68.42,4,1,4,705,81.31,23,17,38,46,26,80,15,55.23,22,Bünyamin Balcı,bunyamin-balci,,Antalyaspor
0,11,68.75,13,1,1,972,83.72,18,13,87,41,37,66,7,46.5,14,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,,Kayserispor
0,2,33.33,5,3,0,470,83.78,0,1,50,21,12,24,24,59.26,1,Samba Camara,samba-camara,,Sivasspor
0,5,50.0,6,1,0,332,76.67,4,0,22,46,25,64,25,54.94,13,Júnior Morais,junior-morais,,Gaziantep FK
0,2,33.33,4,1,1,751,85.63,5,0,54,20,16,31,22,53.54,9,Ömer Toprak,omer-toprak,,Antalyaspor
0,19,55.88,13,3,2,617,81.18,21,6,46,57,4,126,9,58.7,51,Charis Charisis,charis-charisis,,Sivasspor
0,18,69.23,6,3,3,541,85.2,16,3,36,35,11,63,9,54.14,10,Arnaud Lusamba,arnaud-lusamba,,Pendikspor
0,8,61.54,3,1,1,491,82.8,5,6,47,36,8,54,6,52.63,10,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,,Hatayspor
0,5,62.5,13,1,3,850,85.77,13,7,66,21,12,51,19,49.65,25,Jakub Kałuziński,jakub-kaluzinski,,Antalyaspor
0,3,75.0,8,2,0,657,82.95,5,3,47,14,27,18,44,57.41,1,Simon Deli,simon-deli,,İstanbulspor
0,15,57.69,10,2,0,415,88.49,11,1,12,25,12,69,6,55.56,29,Édouard Michut,edouard-michut,,Adana Demirspor
0,11,50.0,9,0,0,331,73.07,6,2,23,49,16,84,28,66.27,25,Mehmet Aydın,mehmet-aydin,,Trabzonspor
0,22,53.66,36,14,5,379,81.33,27,7,12,9,5,48,8,41.48,18,Tetê,tete,,Galatasaray
0,20,44.44,16,3,0,662,80.24,20,13,43,49,36,105,35,57.14,36,Eren Elmalı,eren-elmali,,Trabzonspor
0,1,100.0,5,1,0,441,75.9,2,0,60,20,25,27,39,62.86,7,Alim Öztürk,alim-ozturk,,Yılport Samsunspor
0,10,32.26,12,4,0,511,81.89,24,6,37,22,10,72,8,49.08,40,Flavien Tait,flavien-tait,,Yılport Samsunspor
0,4,80.0,12,3,0,1217,85.76,6,0,76,29,23,59,36,57.93,28,Fidan Aliti,fidan-aliti,Alanyaspor,
0,11,37.93,19,4,2,149,70.62,6,4,4,19,6,42,19,52.14,12,Oğulcan Çağlayan,ogulcan-caglayan,Kasımpaşa,
0,19,57.58,9,3,5,783,78.85,23,22,49,61,14,94,9,53.93,14,Uğur Çiftçi,ugur-ciftci,Sivasspor,
0,19,59.38,5,1,2,712,80.63,9,5,37,35,15,74,25,55.31,20,Jayden Oosterwolde,jayden-oosterwolde,Fenerbahçe,
0,8,72.73,12,3,0,752,74.75,1,1,79,32,34,54,41,58.28,15,Mehmet Yeşil,mehmet-yesil,İstanbulspor,
0,35,50.72,13,3,6,186,74.1,19,5,7,9,4,54,1,45.45,10,Moryke Fofana,moryke-fofana,Yılport Samsunspor,
0,18,43.9,23,3,2,267,75.64,32,20,15,15,4,44,5,42.24,12,Zymer Bytyqi,zymer-bytyqi,Antalyaspor,
0,18,62.07,7,0,0,408,80.31,10,6,37,40,17,78,10,58.67,20,Stelios Kitsiou,stelios-kitsiou,MKE Ankaragücü,
0,10,66.67,4,2,1,474,86.18,6,0,52,44,31,68,20,48.35,14,Yunus Konak,yunus-konak,Sivasspor,
0,10,52.63,12,1,1,569,85.44,11,1,55,28,12,55,10,47.79,18,İbrahim Akdağ,ibrahim-akdag,Sivasspor,
0,8,53.33,4,0,1,797,81.91,2,3,52,35,31,60,41,56.11,17,Davide Biraschi,davide-biraschi,Fatih Karagümrük,
0,15,78.95,10,2,0,333,79.67,9,0,21,42,27,84,18,53.97,27,Erdal Rakip,erdal-rakip,Antalyaspor,
0,19,55.88,6,0,5,740,78.64,21,17,59,40,35,70,18,48.89,12,Muhammet Taha Şahin,muhammet-taha-sahin,Çaykur Rizespor,
0,2,20.0,18,7,0,607,86.34,10,3,34,20,22,38,39,49.36,16,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,Beşiktaş,
0,8,57.14,4,1,1,820,81.84,9,4,63,21,28,45,29,55.22,16,Lionel Carole,lionel-carole,Kayserispor,
0,21,60.0,28,9,2,121,80.67,14,1,4,15,3,49,17,42.86,13,Halil Dervişoğlu,halil-dervisoglu,Hatayspor,
0,20,68.97,14,4,2,927,89.74,14,2,26,32,18,71,16,50.58,19,Berkay Özcan,berkay-ozcan,Başakşehir FK,
0,2,66.67,0,0,0,581,90.64,3,0,22,6,8,15,22,64.91,7,Daniel Amartey,daniel-amartey,Beşiktaş,
0,46,69.7,22,9,1,258,87.16,7,2,21,8,6,68,4,59.02,14,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,MKE Ankaragücü,
0,13,61.9,8,1,1,696,86.25,18,8,64,21,15,43,7,45.45,9,Sofiane Feghouli,sofiane-feghouli,Fatih Karagümrük,
0,27,54.0,12,4,3,558,79.6,23,10,31,22,9,68,7,40.11,19,Fredrik Midtsjø,fredrik-midtsjo,Pendikspor,
0,4,80.0,11,2,0,360,67.42,6,8,54,37,23,49,25,51.39,8,Soner Gönül,soner-gonul,Yılport Samsunspor,
0,5,100.0,8,2,0,178,82.79,2,0,17,21,9,32,12,54.32,6,Hakan Arslan,hakan-arslan,Sivasspor,
0,5,41.67,5,2,0,344,91.49,9,0,12,16,9,26,19,50.56,5,Demir Ege Tıknaz,demir-ege-tiknaz,Beşiktaş,
0,1,50.0,6,3,0,756,88.94,4,0,33,18,22,31,35,61.68,13,Rayyan Baniya,rayyan-baniya,Trabzonspor,
0,6,40.0,7,2,5,101,67.33,20,7,5,4,3,16,5,30.43,7,Ante Rebić,ante-rebic,Beşiktaş,
0,9,34.62,5,2,3,666,83.77,18,12,41,25,19,43,18,44.2,9,Onur Bulut,onur-bulut,Beşiktaş,
0,9,39.13,29,7,1,859,82.04,5,1,69,33,30,83,19,49.51,42,Soner Dikmen,soner-dikmen,Konyaspor,
0,8,44.44,5,1,2,283,76.9,5,2,11,23,23,40,13,50.96,9,Salem M'Bakata,salem-mbakata,Gaziantep FK,
0,25,52.08,12,7,3,265,76.37,12,7,8,33,7,72,3,47.47,14,Ömer Faruk Beyaz,omer-faruk-beyaz,Hatayspor,
0,27,49.09,21,6,6,694,76.52,22,18,51,65,26,109,36,43.81,17,Gökhan Sazdağı,gokhan-sazdagi,Kayserispor,
0,13,43.33,20,6,4,187,83.11,18,10,8,11,8,54,2,48.7,30,Joelson Fernandes,joelson-fernandes,Hatayspor,
0,2,40.0,6,1,1,956,88.93,3,0,64,20,12,29,24,46.9,7,Joseph Attamah,joseph-attamah,Kayserispor,
0,2,50.0,7,3,0,328,76.46,4,1,35,26,21,51,15,56.41,23,Atakan Çankaya,atakan-cankaya,MKE Ankaragücü,
0,7,43.75,3,1,3,577,83.02,21,12,24,16,14,31,13,51.16,9,Matěj Hanousek,matej-hanousek,MKE Ankaragücü,
0,0,0.0,7,3,0,300,80.65,0,0,18,9,10,23,23,63.89,14,Sadık Çiftpınar,sadik-ciftpinar,Kasımpaşa,
0,1,100.0,2,0,0,353,81.71,6,3,24,9,10,13,18,62.0,3,Jens Stryger Larsen,jens-stryger-larsen,Trabzonspor,
0,5,100.0,5,1,0,604,87.03,1,0,37,12,29,22,31,49.07,5,Arif Kocaman,kocaman-arif,Kayserispor,
0,5,41.67,7,1,0,241,88.93,8,0,1,13,9,32,9,53.95,14,Tanguy Ndombélé,tanguy-ndombele,Galatasaray,
0,0,0.0,9,2,0,794,85.65,1,0,67,29,21,35,27,53.91,6,Furkan Bayır,furkan-bayir,Alanyaspor,
0,5,33.33,4,1,1,299,81.92,8,6,16,26,7,38,7,47.37,7,Halil Ibrahim Pehlivan,halil-ibrahim-pehlivan,,Çaykur Rizespor
0,9,56.25,2,0,0,486,84.38,5,2,21,20,9,37,12,51.04,8,Cemali Sertel,sertel-cemali,,Hatayspor
0,4,57.14,3,1,0,412,88.79,9,0,15,9,7,21,10,45.59,8,Otabek Shukurov,otabek-shukurov,,Kayserispor
0,3,60.0,2,1,0,347,86.75,1,0,19,12,7,18,8,47.27,5,Mert Çetin,mert-cetin,,MKE Ankaragücü
0,11,34.38,14,7,4,440,78.43,17,13,23,17,8,47,7,42.52,20,Ramazan Civelek,ramazan-civelek,,Kayserispor
0,2,66.67,6,0,1,537,84.57,3,0,34,21,14,29,22,54.84,6,Burak Bekaroğlu,burak-bekaroglu,,Hatayspor
0,22,48.89,12,5,0,258,79.38,10,2,13,17,8,51,14,50.78,13,Burak Kapacak,burak-kapacak,,Sivasspor
0,9,90.0,2,0,1,332,87.6,2,0,20,21,8,36,7,45.74,7,Yaw Ackah,yaw-ackah,,Kayserispor
0,3,60.0,0,0,0,145,79.23,2,0,9,15,10,22,9,60.78,5,Dorukhan Toköz,dorukhan-tokoz,,Adana Demirspor
0,12,54.55,8,3,2,231,79.38,10,3,11,18,8,46,7,39.26,16,Emirhan İlkhan,emirhan-ilkhan,,Başakşehir FK
0,5,41.67,9,3,1,500,81.17,9,1,28,20,13,41,12,46.09,16,Giorgi Aburjania,giorgi-aburjania,,Hatayspor
0,11,73.33,6,1,0,828,77.67,6,1,51,41,26,65,25,54.22,13,Okan Erdoğan,okan-erdogan,,İstanbulspor
0,3,37.5,8,3,2,374,83.67,13,10,23,10,13,16,13,50.88,3,Hasan Ali Kaldırım,hasan-ali-kaldirim,,Kayserispor
0,1,50.0,10,1,0,579,85.52,1,2,38,17,17,26,33,53.64,10,Adil Demirbağ,adil-demirbag,,Konyaspor
0,3,50.0,11,0,0,186,80.17,3,2,10,19,10,36,7,63.24,15,Osman Çelik,osman-celik,,Yılport Samsunspor
0,3,50.0,6,0,0,360,74.23,8,6,20,14,26,31,15,52.87,16,Serkan Asan,serkan-asan,,Pendikspor
0,3,50.0,4,0,1,465,79.9,6,7,36,16,12,29,8,46.84,10,Frédéric Veseli,frederic-veseli,,Fatih Karagümrük
0,31,67.39,13,3,1,527,79.61,12,2,33,48,20,109,13,47.1,30,Mithat Pala,mithat-pala,,Çaykur Rizespor
0,5,62.5,5,1,1,198,79.52,4,1,12,16,5,29,3,47.76,8,Vefa Temel,temel-vefa,,İstanbulspor
0,1,100.0,4,2,0,431,87.78,0,0,25,10,11,14,13,52.94,5,Dimitris Kolovetsios,dimitris-kolovetsios,,Kayserispor
