Gol,Gol Beklentisi (xG),Toplam Şut,İsabetli Şut,Pozisyonu Gole Çevirme %,Başarılı Top Sürme,Başarılı Top Sürme %,Yaratılan Büyük Şans,Kilit Pas,Rakip Gol Bölgesinde İsabetli Pas,Zeminde Kazanılan İkili Mücadele,Kazanılan Hava Topu Mücadelesi,Kazanılan Toplam İkili Mücadele %,Kendisine Yapılan Faul,player.name,player.slug,team.name,team.shortName
1,0.56,11,3,9.09,8,57.14,1,15,112,32,13,35.71,9,Eduart Rroca,eduart-rroca,İstanbulspor,
1,0.57,3,1,33.33,7,77.78,1,6,67,39,59,54.75,8,Ľubomír Šatka,ubomir-satka,Yılport Samsunspor,
1,2.28,21,6,4.76,20,66.67,2,10,140,68,17,44.74,10,Ali Kaan Güneren,ali-kaan-guneren,MKE Ankaragücü,
1,1.01,3,2,33.33,3,60.0,1,2,54,22,16,54.29,3,Fatih Aksoy,fatih-aksoy,,Alanyaspor
1,0.33,5,1,20.0,6,75.0,0,5,76,70,42,53.33,22,Nihad Mujakić,nihad-mujakic,,MKE Ankaragücü
1,0.28,10,1,10.0,8,47.06,3,12,157,56,33,52.98,17,Lucas Lima,lucas-lima,,Başakşehir FK
1,1.91,18,9,5.56,12,60.0,2,17,128,95,14,47.19,34,Furkan Soyalp,furkan-soyalp,,Gaziantep FK
1,1.29,17,6,5.88,17,65.38,3,19,78,42,12,51.92,20,Serdar Gürler,serdar-gurler,,Başakşehir FK
1,1.37,18,7,5.56,20,64.52,0,7,85,49,3,57.78,19,Pione Sisto,pione-sisto,,Alanyaspor
1,2.76,25,7,4.0,9,50.0,1,8,128,64,31,51.91,20,Leroy Fer,leroy-fer,,Alanyaspor
1,0.69,16,9,6.25,26,41.94,4,16,118,69,17,50.0,19,David Sambissa,david-sambissa,,İstanbulspor
1,1.41,10,4,10.0,8,40.0,2,14,109,51,19,46.05,22,Iron Gomis,iron-gomis,,Kasımpaşa
1,0.9,18,3,5.56,9,45.0,2,11,128,86,66,54.09,16,Yasin Özcan,yasin-ozcan,,Kasımpaşa
1,1.87,20,8,5.0,4,33.33,2,18,112,76,29,52.24,45,Oğulcan Ülgün,ogulcan-ulgun,,Konyaspor
1,0.81,9,1,11.11,3,50.0,0,2,74,50,39,53.29,25,Federico Ceccherini,federico-ceccherini,,Fatih Karagümrük
1,4.14,40,15,2.5,37,44.58,5,24,202,106,16,40.26,37,Jackson,jackson,,İstanbulspor
1,0.82,9,3,11.11,4,80.0,0,2,21,10,5,45.45,3,Leandro Kappel,leandro-kappel,,Pendikspor
1,0.92,9,3,11.11,2,40.0,1,2,49,35,40,53.96,15,Salih Dursun,salih-dursun,,Fatih Karagümrük
1,0.22,3,1,33.33,1,50.0,1,8,50,18,3,48.84,10,Tayfun Aydoğan,tayfun-aydogan,,Adana Demirspor
1,2.38,24,8,4.17,19,46.34,6,25,122,77,13,43.06,29,Max Gradel,max-gradel,,Gaziantep FK
1,1.34,14,5,7.14,12,48.0,2,11,78,53,10,42.28,20,Emirhan İlkhan,emirhan-ilkhan,,Başakşehir FK
1,0.81,21,6,4.76,5,62.5,2,18,109,56,11,47.52,18,Ali Yaşar,ali-yasar,,İstanbulspor
1,0.29,6,3,16.67,2,50.0,0,9,130,59,22,41.12,11,Modestas Vorobjovas,modestas-vorobjovas,,İstanbulspor
1,2.25,22,8,4.55,18,51.43,3,17,45,31,12,33.08,7,Julien Ngoy,julien-ngoy,,Kasımpaşa
1,0.4,6,1,16.67,1,100.0,0,0,43,27,32,56.19,9,Berkay Sülüngöz,berkay-sulungoz,,Pendikspor
1,2.07,13,4,7.69,14,56.0,0,5,26,38,30,46.58,17,Philippe Keny,philippe-keny,,Başakşehir FK
1,0.64,13,5,7.69,11,55.0,3,11,61,37,4,40.59,10,Roman Kvet,roman-kvet,,Sivasspor
1,0.49,10,4,10.0,4,50.0,1,7,45,15,6,38.18,9,Flavio Paoletti,paoletti-flavio,,Fatih Karagümrük
1,1.64,16,5,6.25,11,57.89,0,4,22,23,7,38.96,11,Britt Assombalonga,britt-assombalonga,,Antalyaspor
1,1.46,12,4,8.33,7,43.75,0,4,36,27,14,38.68,9,Brayan Riascos,brayan-riascos,,Gaziantep FK
1,1.3,9,3,11.11,0,0.0,0,6,40,17,18,38.04,11,Armin Hodžić,armin-hodzic,,Hatayspor
1,0.92,13,4,7.69,4,50.0,0,7,73,40,20,47.24,5,Kerim Alıcı,kerim-alici,,Hatayspor
1,1.6,9,5,11.11,15,51.72,0,4,60,47,9,49.12,16,Racine Coly,racine-coly,,İstanbulspor
1,0.35,8,3,12.5,5,38.46,1,7,70,33,4,46.25,9,Vefa Temel,temel-vefa,,İstanbulspor
1,0.34,4,2,25.0,9,31.03,1,11,166,45,15,42.55,19,Demeaco Duhaney,duhaney-demeaco,,İstanbulspor
0,0.4,6,0,0.0,2,66.67,1,2,30,61,53,60.32,19,Ousseynou Ba,ousseynou-ba,,Başakşehir FK
0,2.24,26,4,0.0,29,76.32,2,29,316,134,58,55.49,32,İsmail Yüksek,ismail-yuksek,,Fenerbahçe
0,1.18,24,6,0.0,4,80.0,1,8,165,62,42,52.26,6,Semih Güler,semih-guler,,Adana Demirspor
0,0.79,9,3,0.0,16,64.0,0,15,133,77,92,61.9,25,Léo Duarte,leo-duarte,,Başakşehir FK
0,0.13,4,0,0.0,8,72.73,4,19,208,85,31,62.37,33,Jonas Svensson,jonas-svensson,,Beşiktaş
0,0.3,3,1,0.0,8,66.67,6,22,172,43,18,53.98,16,Amir Hadžiahmetović,amir-hadziahmetovic,,Beşiktaş
0,2.03,37,14,0.0,25,59.52,8,47,183,71,9,45.2,29,Ramzi Safuri,ramzi-safuri,,Antalyaspor
0,0.31,3,0,0.0,4,100.0,1,3,71,42,17,54.13,10,Ibrahim Drešević,ibrahim-dresevic,,Fatih Karagümrük
0,0.74,11,3,0.0,7,70.0,1,6,129,79,61,62.5,29,Necip Uysal,necip-uysal,Beşiktaş,
0,1.86,14,3,0.0,15,83.33,2,5,68,53,42,62.91,8,Francisco Calvo,francisco-calvo,Konyaspor,
0,0.37,8,3,0.0,4,50.0,0,1,31,39,32,60.68,1,Samba Camara,samba-camara,Sivasspor,
0,0.56,7,0,0.0,13,43.33,2,19,109,48,13,47.29,11,Abdülkadir Ömür,abdulkadir-omur,Trabzonspor,
0,0.27,8,4,0.0,30,76.92,3,22,154,87,12,56.25,14,Arnaud Lusamba,arnaud-lusamba,Pendikspor,
0,1.71,27,11,0.0,23,57.5,4,24,126,83,7,51.14,44,Emrah Başsan,emrah-bassan,Sivasspor,
0,0.6,8,1,0.0,3,100.0,0,4,79,19,28,58.02,8,Nuno Lima,nuno-lima,Alanyaspor,
0,0.56,6,2,0.0,4,50.0,1,6,66,42,26,56.2,12,Ömer Toprak,omer-toprak,Antalyaspor,
0,0.1,6,1,0.0,5,50.0,0,4,78,64,25,54.94,13,Júnior Morais,junior-morais,Gaziantep FK,
0,0.71,6,2,0.0,3,100.0,2,3,59,25,32,55.34,8,Nikola Maksimović,nikola-maksimovic,Hatayspor,
0,0.24,5,0,0.0,6,66.67,1,12,66,44,8,59.09,10,Ömer Ali Şahiner,omer-ali-sahiner,Başakşehir FK,
0,0.21,6,1,0.0,8,61.54,2,6,122,65,9,52.86,13,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,Hatayspor,
0,0.57,17,1,0.0,5,62.5,5,17,227,60,28,50.87,27,Jakub Kałuziński,jakub-kaluzinski,Antalyaspor,
0,0.91,23,7,0.0,20,50.0,3,33,142,99,10,55.33,25,Gustavo Sauer,gustavo-sauer,Çaykur Rizespor,
0,0.6,12,3,0.0,21,63.64,0,14,152,95,11,56.08,41,Édouard Michut,edouard-michut,Adana Demirspor,
0,0.99,17,3,0.0,23,57.5,2,25,186,144,11,59.16,58,Charis Charisis,charis-charisis,Sivasspor,
0,0.8,8,2,0.0,6,85.71,0,6,73,31,54,55.92,2,Simon Deli,simon-deli,İstanbulspor,
0,0.37,9,0,0.0,11,50.0,0,6,74,84,28,66.27,25,Mehmet Aydın,mehmet-aydin,Trabzonspor,
0,2.21,13,3,0.0,4,80.0,0,6,105,71,46,58.79,36,Fidan Aliti,fidan-aliti,Alanyaspor,
0,0.63,13,4,0.0,13,36.11,1,29,197,79,12,48.92,42,Flavien Tait,flavien-tait,Yılport Samsunspor,
0,0.61,7,3,0.0,1,100.0,1,4,59,39,52,59.87,10,Alim Öztürk,alim-ozturk,,Yılport Samsunspor
0,1.19,17,3,0.0,20,40.0,0,24,205,118,41,56.79,40,Eren Elmalı,eren-elmali,,Trabzonspor
0,0.65,8,0,0.0,26,61.9,5,22,201,91,23,54.81,13,Muhammet Taha Şahin,muhammet-taha-sahin,,Çaykur Rizespor
0,0.68,11,0,0.0,20,51.28,0,17,185,108,15,58.02,30,Stelios Kitsiou,stelios-kitsiou,,MKE Ankaragücü
0,0.09,5,3,0.0,26,57.78,1,11,133,66,20,53.09,14,Arthur Masuaku,arthur-masuaku,,Beşiktaş
0,1.4,21,8,0.0,4,28.57,0,10,122,46,47,52.25,20,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,,Beşiktaş
0,0.62,5,0,0.0,9,56.25,1,5,132,69,47,56.86,18,Davide Biraschi,davide-biraschi,,Fatih Karagümrük
0,0.2,4,1,0.0,4,50.0,1,12,91,23,8,56.36,3,Berkan Kutlu,berkan-kutlu,,Galatasaray
0,0.21,4,2,0.0,10,66.67,1,6,52,68,20,48.35,14,Yunus Konak,yunus-konak,,Sivasspor
0,0.4,19,1,0.0,11,68.75,1,20,216,71,8,44.63,16,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,,Kayserispor
0,0.48,6,1,0.0,19,59.38,2,9,133,76,30,55.79,20,Jayden Oosterwolde,jayden-oosterwolde,,Fenerbahçe
0,3.07,35,11,0.0,28,59.57,1,18,77,66,21,46.03,16,Halil Dervişoğlu,halil-dervisoglu,,Hatayspor
0,0.61,12,3,0.0,11,64.71,0,1,91,68,45,58.85,20,Mehmet Yeşil,mehmet-yesil,,İstanbulspor
0,3.77,37,14,0.0,22,53.66,5,27,171,49,8,41.01,18,Tetê,tete,,Galatasaray
0,0.12,3,1,0.0,3,50.0,0,15,80,34,10,53.01,4,Alaaddin Okumuş,alaaddin-okumus,,Sivasspor
0,0.08,4,1,0.0,8,57.14,2,10,155,47,32,54.86,16,Lionel Carole,lionel-carole,,Kayserispor
0,1.17,14,3,0.0,37,47.44,6,22,110,62,1,45.0,13,Moryke Fofana,moryke-fofana,,Yılport Samsunspor
0,1.48,22,6,0.0,30,47.62,7,26,205,132,46,46.23,20,Gökhan Sazdağı,gokhan-sazdagi,,Kayserispor
0,1.34,10,2,0.0,0,0.0,0,1,98,48,36,55.63,10,Furkan Bayır,furkan-bayir,,Alanyaspor
0,0.17,1,0,0.0,2,66.67,0,4,64,16,22,64.41,7,Daniel Amartey,daniel-amartey,,Beşiktaş
0,0.7,13,3,0.0,19,79.17,0,11,82,93,20,54.85,29,Erdal Rakip,erdal-rakip,Antalyaspor,
0,0.34,12,4,0.0,19,45.24,7,25,218,103,10,50.45,18,Uğur Çiftçi,ugur-ciftci,Sivasspor,
0,1.26,22,4,0.0,16,40.0,2,7,53,52,22,51.39,13,Oğulcan Çağlayan,ogulcan-caglayan,Kasımpaşa,
0,1.26,8,2,0.0,5,100.0,0,2,26,32,12,54.32,6,Hakan Arslan,hakan-arslan,Sivasspor,
0,0.31,5,2,0.0,5,41.67,0,9,73,27,19,51.11,5,Demir Ege Tıknaz,demir-ege-tiknaz,Beşiktaş,
0,0.35,6,2,0.0,9,60.0,1,3,71,35,6,58.57,8,Marc Bola,marc-bola,Yılport Samsunspor,
0,0.06,4,0,0.0,3,30.0,0,3,78,42,14,50.45,13,Dimitrios Kourbelis,dimitrios-kourbelis,Fatih Karagümrük,
0,0.27,7,2,0.0,6,40.0,5,20,54,16,5,30.43,7,Ante Rebić,ante-rebic,Beşiktaş,
0,0.21,14,2,0.0,5,83.33,0,8,109,62,33,51.08,13,Soner Gönül,soner-gonul,Yılport Samsunspor,
0,0.35,5,2,0.0,9,34.62,3,18,208,43,18,44.2,9,Onur Bulut,onur-bulut,Beşiktaş,
0,0.49,6,3,0.0,1,50.0,0,4,30,33,37,61.95,14,Rayyan Baniya,rayyan-baniya,Trabzonspor,
0,2.02,33,7,0.0,11,40.74,1,6,179,99,25,48.82,46,Soner Dikmen,soner-dikmen,Konyaspor,
0,0.17,4,0,0.0,1,50.0,0,4,45,25,13,54.29,4,Onur Ergün,onur-ergun,Başakşehir FK,
0,1.48,29,8,0.0,14,37.84,4,23,95,67,3,47.62,38,Joelson Fernandes,joelson-fernandes,Hatayspor,
0,0.1,3,1,0.0,7,43.75,3,21,115,31,13,51.16,9,Matěj Hanousek,matej-hanousek,MKE Ankaragücü,
0,0.1,2,0,0.0,1,100.0,0,6,68,13,18,62.0,3,Jens Stryger Larsen,jens-stryger-larsen,Trabzonspor,
0,0.59,7,3,0.0,0,0.0,0,0,14,25,25,64.94,16,Sadık Çiftpınar,sadik-ciftpinar,Kasımpaşa,
0,0.36,7,3,0.0,2,40.0,0,4,54,60,20,55.94,24,Atakan Çankaya,atakan-cankaya,MKE Ankaragücü,
0,1.24,7,1,0.0,6,100.0,0,2,30,26,38,46.38,5,Arif Kocaman,kocaman-arif,Kayserispor,
0,0.64,10,3,0.0,0,0.0,1,6,39,19,47,64.08,6,Husniddin Alikulov,alikulov-husniddin,Çaykur Rizespor,
